data;kod_stanowiska;pm10
2022-05-20;MpKrakZloRog-PM10-24g;30.46
2022-05-21;MpKrakZloRog-PM10-24g;20.49
2022-05-22;MpKrakZloRog-PM10-24g;9.23
2022-05-23;MpKrakZloRog-PM10-24g;12.44
2022-05-24;MpKrakZloRog-PM10-24g;28.69
2022-05-25;MpKrakZloRog-PM10-24g;21.18
2022-05-26;MpKrakZloRog-PM10-24g;16.36
2022-05-27;MpKrakZloRog-PM10-24g;14.85
2022-05-28;MpKrakZloRog-PM10-24g;14.34
2022-05-29;MpKrakZloRog-PM10-24g;14.35
2022-05-30;MpKrakZloRog-PM10-24g;16.98
2022-05-31;MpKrakZloRog-PM10-24g;23.53
2022-06-01;MpKrakZloRog-PM10-24g;23.75
2022-06-02;MpKrakZloRog-PM10-24g;16.41
2022-06-03;MpKrakZloRog-PM10-24g;19.53
2022-06-04;MpKrakZloRog-PM10-24g;23.13
2022-06-05;MpKrakZloRog-PM10-24g;19.58
2022-06-06;MpKrakZloRog-PM10-24g;25.9
2022-06-07;MpKrakZloRog-PM10-24g;23.42
2022-06-08;MpKrakZloRog-PM10-24g;14.64
2022-06-09;MpKrakZloRog-PM10-24g;21.11
2022-06-10;MpKrakZloRog-PM10-24g;18.31
2022-06-11;MpKrakZloRog-PM10-24g;15.54
2022-06-12;MpKrakZloRog-PM10-24g;17.18
2022-06-13;MpKrakZloRog-PM10-24g;16.45
2022-06-14;MpKrakZloRog-PM10-24g;15.05
2022-06-15;MpKrakZloRog-PM10-24g;19.76
2022-06-16;MpKrakZloRog-PM10-24g;17.32
2022-06-17;MpKrakZloRog-PM10-24g;17.43
2022-06-18;MpKrakZloRog-PM10-24g;16.85
2022-06-19;MpKrakZloRog-PM10-24g;19.98
2022-06-20;MpKrakZloRog-PM10-24g;20.8
2022-06-21;MpKrakZloRog-PM10-24g;11.75
2022-06-22;MpKrakZloRog-PM10-24g;14.57
2022-06-23;MpKrakZloRog-PM10-24g;18.09
2022-06-24;MpKrakZloRog-PM10-24g;17.91
2022-06-25;MpKrakZloRog-PM10-24g;18.62
2022-06-26;MpKrakZloRog-PM10-24g;18.6
2022-06-27;MpKrakZloRog-PM10-24g;23.32
2022-06-28;MpKrakZloRog-PM10-24g;25.99
2022-06-29;MpKrakZloRog-PM10-24g;26.59
2022-06-30;MpKrakZloRog-PM10-24g;33.21
2022-07-01;MpKrakZloRog-PM10-24g;32.46
2022-07-02;MpKrakZloRog-PM10-24g;14.64
2022-07-03;MpKrakZloRog-PM10-24g;12.48
2022-07-04;MpKrakZloRog-PM10-24g;19.47
2022-07-05;MpKrakZloRog-PM10-24g;17.1
2022-07-06;MpKrakZloRog-PM10-24g;13.44
2022-07-07;MpKrakZloRog-PM10-24g;18.82
2022-07-08;MpKrakZloRog-PM10-24g;15.25
2022-07-09;MpKrakZloRog-PM10-24g;14.64
2022-07-10;MpKrakZloRog-PM10-24g;12.48
2022-07-11;MpKrakZloRog-PM10-24g;11.77
2022-07-12;MpKrakZloRog-PM10-24g;13.77
2022-07-13;MpKrakZloRog-PM10-24g;15.74
2022-07-14;MpKrakZloRog-PM10-24g;23.22
2022-07-15;MpKrakZloRog-PM10-24g;14.35
2022-07-16;MpKrakZloRog-PM10-24g;16.23
2022-07-17;MpKrakZloRog-PM10-24g;13.19
2022-07-18;MpKrakZloRog-PM10-24g;19.14
2022-07-19;MpKrakZloRog-PM10-24g;24.48
2022-07-20;MpKrakZloRog-PM10-24g;27.74
2022-07-21;MpKrakZloRog-PM10-24g;23.62
2022-07-22;MpKrakZloRog-PM10-24g;31.58
2022-07-23;MpKrakZloRog-PM10-24g;27.87
2022-07-24;MpKrakZloRog-PM10-24g;16.68
2022-07-25;MpKrakZloRog-PM10-24g;17.96
2022-07-26;MpKrakZloRog-PM10-24g;21.02
2022-07-27;MpKrakZloRog-PM10-24g;19.98
2022-07-28;MpKrakZloRog-PM10-24g;19.51
2022-07-29;MpKrakZloRog-PM10-24g;18.11
2022-07-30;MpKrakZloRog-PM10-24g;14.44
2022-07-31;MpKrakZloRog-PM10-24g;8.32
2022-08-01;MpKrakZloRog-PM10-24g;18.18
2022-08-02;MpKrakZloRog-PM10-24g;23.19
2022-08-03;MpKrakZloRog-PM10-24g;23.81
2022-08-04;MpKrakZloRog-PM10-24g;25.56
2022-08-05;MpKrakZloRog-PM10-24g;29.71
2022-08-06;MpKrakZloRog-PM10-24g;20.55
2022-08-07;MpKrakZloRog-PM10-24g;14.64
2022-08-08;MpKrakZloRog-PM10-24g;18.25
2022-08-09;MpKrakZloRog-PM10-24g;20.02
2022-08-10;MpKrakZloRog-PM10-24g;18.56
2022-08-11;MpKrakZloRog-PM10-24g;17.58
2022-08-12;MpKrakZloRog-PM10-24g;17.96
2022-08-13;MpKrakZloRog-PM10-24g;17.14
2022-08-14;MpKrakZloRog-PM10-24g;16.48
2022-08-15;MpKrakZloRog-PM10-24g;24.1
2022-08-16;MpKrakZloRog-PM10-24g;30.62
2022-08-17;MpKrakZloRog-PM10-24g;35.74
2022-08-18;MpKrakZloRog-PM10-24g;30.24
2022-08-19;MpKrakZloRog-PM10-24g;33.97
2022-08-20;MpKrakZloRog-PM10-24g;26.16
2022-08-21;MpKrakZloRog-PM10-24g;19.73
2022-08-22;MpKrakZloRog-PM10-24g;19.11
2022-08-23;MpKrakZloRog-PM10-24g;19.95
2022-08-24;MpKrakZloRog-PM10-24g;36.16
2022-08-25;MpKrakZloRog-PM10-24g;51.73
2022-08-26;MpKrakZloRog-PM10-24g;34.15
2022-08-27;MpKrakZloRog-PM10-24g;29.93
2022-08-28;MpKrakZloRog-PM10-24g;19.62
2022-08-29;MpKrakZloRog-PM10-24g;20.16
2022-08-30;MpKrakZloRog-PM10-24g;21.2
2022-08-31;MpKrakZloRog-PM10-24g;17.16
2022-09-01;MpKrakZloRog-PM10-24g;12.44
2022-09-02;MpKrakZloRog-PM10-24g;14.61
2022-09-03;MpKrakZloRog-PM10-24g;14.79
2022-09-04;MpKrakZloRog-PM10-24g;17.01
2022-09-05;MpKrakZloRog-PM10-24g;20.4
2022-09-06;MpKrakZloRog-PM10-24g;18.4
2022-09-07;MpKrakZloRog-PM10-24g;25.97
2022-09-08;MpKrakZloRog-PM10-24g;28.65
2022-09-09;MpKrakZloRog-PM10-24g;15.77
2022-09-10;MpKrakZloRog-PM10-24g;16.74
2022-09-11;MpKrakZloRog-PM10-24g;13.26
2022-09-12;MpKrakZloRog-PM10-24g;16.27
2022-09-13;MpKrakZloRog-PM10-24g;17.76
2022-09-14;MpKrakZloRog-PM10-24g;17.32
2022-09-15;MpKrakZloRog-PM10-24g;13.84
2022-09-16;MpKrakZloRog-PM10-24g;17.4
2022-09-17;MpKrakZloRog-PM10-24g;15.63
2022-09-18;MpKrakZloRog-PM10-24g;8.82
2022-09-19;MpKrakZloRog-PM10-24g;10.02
2022-09-20;MpKrakZloRog-PM10-24g;14.54
2022-09-21;MpKrakZloRog-PM10-24g;16.05
2022-09-22;MpKrakZloRog-PM10-24g;16.32
2022-09-23;MpKrakZloRog-PM10-24g;25.36
2022-09-24;MpKrakZloRog-PM10-24g;24.94
2022-09-25;MpKrakZloRog-PM10-24g;30.98
2022-09-26;MpKrakZloRog-PM10-24g;35.79
2022-09-27;MpKrakZloRog-PM10-24g;20.24
2022-09-28;MpKrakZloRog-PM10-24g;12.86
2022-09-29;MpKrakZloRog-PM10-24g;18.25
2022-09-30;MpKrakZloRog-PM10-24g;20.91
2022-10-01;MpKrakZloRog-PM10-24g;27.8
2022-10-02;MpKrakZloRog-PM10-24g;12.6
2022-10-03;MpKrakZloRog-PM10-24g;12.93
2022-10-04;MpKrakZloRog-PM10-24g;21.11
2022-10-05;MpKrakZloRog-PM10-24g;35.08
2022-10-06;MpKrakZloRog-PM10-24g;30.38
2022-10-07;MpKrakZloRog-PM10-24g;30.0
2022-10-08;MpKrakZloRog-PM10-24g;31.95
2022-10-09;MpKrakZloRog-PM10-24g;17.58
2022-10-10;MpKrakZloRog-PM10-24g;27.27
2022-10-11;MpKrakZloRog-PM10-24g;36.12
2022-10-12;MpKrakZloRog-PM10-24g;34.28
2022-10-13;MpKrakZloRog-PM10-24g;41.09
2022-10-14;MpKrakZloRog-PM10-24g;46.56
2022-10-15;MpKrakZloRog-PM10-24g;34.7
2022-10-16;MpKrakZloRog-PM10-24g;30.58
2022-10-17;MpKrakZloRog-PM10-24g;42.79
2022-10-18;MpKrakZloRog-PM10-24g;34.88
2022-10-19;MpKrakZloRog-PM10-24g;15.41
2022-10-20;MpKrakZloRog-PM10-24g;20.31
2022-10-21;MpKrakZloRog-PM10-24g;39.96
2022-10-22;MpKrakZloRog-PM10-24g;44.92
2022-10-23;MpKrakZloRog-PM10-24g;25.81
2022-10-24;MpKrakZloRog-PM10-24g;30.58
2022-10-25;MpKrakZloRog-PM10-24g;19.6
2022-10-26;MpKrakZloRog-PM10-24g;32.3
2022-10-27;MpKrakZloRog-PM10-24g;41.86
2022-10-28;MpKrakZloRog-PM10-24g;37.05
2022-10-29;MpKrakZloRog-PM10-24g;25.77
2022-10-30;MpKrakZloRog-PM10-24g;31.66
2022-10-31;MpKrakZloRog-PM10-24g;42.37
2022-11-01;MpKrakZloRog-PM10-24g;31.89
2022-11-02;MpKrakZloRog-PM10-24g;27.03
2022-11-03;MpKrakZloRog-PM10-24g;35.03
2022-11-04;MpKrakZloRog-PM10-24g;33.35
2022-11-05;MpKrakZloRog-PM10-24g;18.01
2022-11-06;MpKrakZloRog-PM10-24g;25.94
2022-11-07;MpKrakZloRog-PM10-24g;25.68
2022-11-08;MpKrakZloRog-PM10-24g;42.93
2022-11-09;MpKrakZloRog-PM10-24g;52.26
2022-11-10;MpKrakZloRog-PM10-24g;42.62
2022-11-11;MpKrakZloRog-PM10-24g;33.01
2022-11-14;MpKrakZloRog-PM10-24g;30.93
2022-11-15;MpKrakZloRog-PM10-24g;39.23
2022-11-16;MpKrakZloRog-PM10-24g;33.97
2022-11-17;MpKrakZloRog-PM10-24g;8.01
2022-11-18;MpKrakZloRog-PM10-24g;19.56
2022-11-19;MpKrakZloRog-PM10-24g;26.39
2022-11-20;MpKrakZloRog-PM10-24g;75.41
2022-11-21;MpKrakZloRog-PM10-24g;88.54
2022-11-22;MpKrakZloRog-PM10-24g;45.34
2022-11-23;MpKrakZloRog-PM10-24g;30.24
2022-11-24;MpKrakZloRog-PM10-24g;29.38
2022-11-25;MpKrakZloRog-PM10-24g;68.96
2022-11-26;MpKrakZloRog-PM10-24g;43.59
2022-11-27;MpKrakZloRog-PM10-24g;26.98
2022-11-28;MpKrakZloRog-PM10-24g;35.06
2022-11-29;MpKrakZloRog-PM10-24g;32.42
2022-11-30;MpKrakZloRog-PM10-24g;31.93
2022-12-01;MpKrakZloRog-PM10-24g;23.1
2022-12-02;MpKrakZloRog-PM10-24g;24.41
2022-12-03;MpKrakZloRog-PM10-24g;56.5
2022-12-04;MpKrakZloRog-PM10-24g;22.84
2022-12-05;MpKrakZloRog-PM10-24g;37.27
2022-12-06;MpKrakZloRog-PM10-24g;31.26
2022-12-07;MpKrakZloRog-PM10-24g;13.59
2022-12-08;MpKrakZloRog-PM10-24g;25.36
2022-12-09;MpKrakZloRog-PM10-24g;42.0
2022-12-10;MpKrakZloRog-PM10-24g;23.02
2022-12-11;MpKrakZloRog-PM10-24g;19.93
2022-12-12;MpKrakZloRog-PM10-24g;25.59
2022-12-13;MpKrakZloRog-PM10-24g;23.04
2022-12-14;MpKrakZloRog-PM10-24g;52.42
2022-12-15;MpKrakZloRog-PM10-24g;60.51
2022-12-16;MpKrakZloRog-PM10-24g;41.84
2022-12-17;MpKrakZloRog-PM10-24g;58.16
2022-12-18;MpKrakZloRog-PM10-24g;51.6
2022-12-19;MpKrakZloRog-PM10-24g;77.14
2022-12-20;MpKrakZloRog-PM10-24g;81.84
2022-12-21;MpKrakZloRog-PM10-24g;72.95
2022-12-22;MpKrakZloRog-PM10-24g;66.45
2022-12-23;MpKrakZloRog-PM10-24g;29.91
2022-12-24;MpKrakZloRog-PM10-24g;27.43
2022-12-25;MpKrakZloRog-PM10-24g;29.98
2022-12-26;MpKrakZloRog-PM10-24g;33.97
2022-12-27;MpKrakZloRog-PM10-24g;12.95
2022-12-28;MpKrakZloRog-PM10-24g;19.2
2022-12-29;MpKrakZloRog-PM10-24g;30.16
2022-12-30;MpKrakZloRog-PM10-24g;51.09
2022-12-31;MpKrakZloRog-PM10-24g;35.72
2023-01-01;MpKrakZloRog-PM10-24g;42.53
2023-01-02;MpKrakZloRog-PM10-24g;57.72
2023-01-03;MpKrakZloRog-PM10-24g;31.26
2023-01-04;MpKrakZloRog-PM10-24g;37.38
2023-01-05;MpKrakZloRog-PM10-24g;8.76
2023-01-06;MpKrakZloRog-PM10-24g;16.14
2023-01-07;MpKrakZloRog-PM10-24g;26.45
2023-01-08;MpKrakZloRog-PM10-24g;38.78
2023-01-09;MpKrakZloRog-PM10-24g;35.46
2023-01-10;MpKrakZloRog-PM10-24g;18.74
2023-01-11;MpKrakZloRog-PM10-24g;37.07
2023-01-12;MpKrakZloRog-PM10-24g;31.17
2023-01-13;MpKrakZloRog-PM10-24g;15.87
2023-01-14;MpKrakZloRog-PM10-24g;19.16
2023-01-15;MpKrakZloRog-PM10-24g;13.17
2023-01-16;MpKrakZloRog-PM10-24g;21.8
2023-01-17;MpKrakZloRog-PM10-24g;27.74
2023-01-18;MpKrakZloRog-PM10-24g;20.0
2023-01-19;MpKrakZloRog-PM10-24g;36.32
2023-01-20;MpKrakZloRog-PM10-24g;28.62
2023-01-21;MpKrakZloRog-PM10-24g;18.38
2023-01-22;MpKrakZloRog-PM10-24g;21.75
2023-01-23;MpKrakZloRog-PM10-24g;21.93
2023-01-24;MpKrakZloRog-PM10-24g;14.17
2023-01-25;MpKrakZloRog-PM10-24g;11.62
2023-01-26;MpKrakZloRog-PM10-24g;28.49
2023-01-27;MpKrakZloRog-PM10-24g;27.03
2023-01-28;MpKrakZloRog-PM10-24g;23.1
2023-01-29;MpKrakZloRog-PM10-24g;16.23
2023-01-30;MpKrakZloRog-PM10-24g;17.7
2023-01-31;MpKrakZloRog-PM10-24g;12.73
2023-02-01;MpKrakZloRog-PM10-24g;10.05
2023-02-02;MpKrakZloRog-PM10-24g;7.25
2023-02-03;MpKrakZloRog-PM10-24g;10.33
2023-02-04;MpKrakZloRog-PM10-24g;8.56
2023-02-05;MpKrakZloRog-PM10-24g;12.84
2023-02-06;MpKrakZloRog-PM10-24g;30.24
2023-02-07;MpKrakZloRog-PM10-24g;108.2
2023-02-08;MpKrakZloRog-PM10-24g;48.51
2023-02-09;MpKrakZloRog-PM10-24g;66.23
2023-02-10;MpKrakZloRog-PM10-24g;60.82
2023-02-11;MpKrakZloRog-PM10-24g;44.15
2023-02-12;MpKrakZloRog-PM10-24g;24.59
2023-02-13;MpKrakZloRog-PM10-24g;39.74
2023-02-14;MpKrakZloRog-PM10-24g;28.91
2023-02-15;MpKrakZloRog-PM10-24g;39.16
2023-02-18;MpKrakZloRog-PM10-24g;9.11
2023-02-19;MpKrakZloRog-PM10-24g;6.92
2023-02-21;MpKrakZloRog-PM10-24g;11.81
2023-02-22;MpKrakZloRog-PM10-24g;33.99
2023-02-23;MpKrakZloRog-PM10-24g;42.31
2023-02-24;MpKrakZloRog-PM10-24g;32.11
2023-02-25;MpKrakZloRog-PM10-24g;10.58
2023-02-26;MpKrakZloRog-PM10-24g;8.98
2023-02-27;MpKrakZloRog-PM10-24g;13.81
2023-02-28;MpKrakZloRog-PM10-24g;31.31
2023-03-01;MpKrakZloRog-PM10-24g;56.96
2023-03-02;MpKrakZloRog-PM10-24g;65.79
2023-03-03;MpKrakZloRog-PM10-24g;60.15
2023-03-04;MpKrakZloRog-PM10-24g;33.32
2023-03-05;MpKrakZloRog-PM10-24g;15.25
2023-03-06;MpKrakZloRog-PM10-24g;22.71
2023-03-07;MpKrakZloRog-PM10-24g;30.26
2023-03-08;MpKrakZloRog-PM10-24g;18.12
2023-03-09;MpKrakZloRog-PM10-24g;18.91
2023-03-10;MpKrakZloRog-PM10-24g;18.4
2023-03-11;MpKrakZloRog-PM10-24g;8.69
2023-03-12;MpKrakZloRog-PM10-24g;14.28
2023-03-13;MpKrakZloRog-PM10-24g;12.81
2023-03-14;MpKrakZloRog-PM10-24g;19.18
2023-03-15;MpKrakZloRog-PM10-24g;19.14
2023-03-16;MpKrakZloRog-PM10-24g;33.55
2023-03-17;MpKrakZloRog-PM10-24g;37.3
2023-03-18;MpKrakZloRog-PM10-24g;34.9
2023-03-19;MpKrakZloRog-PM10-24g;42.04
2023-03-20;MpKrakZloRog-PM10-24g;53.04
2023-03-21;MpKrakZloRog-PM10-24g;33.83
2023-03-22;MpKrakZloRog-PM10-24g;36.48
2023-03-23;MpKrakZloRog-PM10-24g;33.41
2023-03-24;MpKrakZloRog-PM10-24g;22.02
2023-03-25;MpKrakZloRog-PM10-24g;14.35
2023-03-26;MpKrakZloRog-PM10-24g;10.44
2023-03-27;MpKrakZloRog-PM10-24g;13.1
2023-03-28;MpKrakZloRog-PM10-24g;15.5
2023-03-29;MpKrakZloRog-PM10-24g;23.13
2023-03-30;MpKrakZloRog-PM10-24g;28.62
2023-03-31;MpKrakZloRog-PM10-24g;14.99
2023-04-01;MpKrakZloRog-PM10-24g;10.87
2023-04-02;MpKrakZloRog-PM10-24g;10.31
2023-04-03;MpKrakZloRog-PM10-24g;9.16
2023-04-04;MpKrakZloRog-PM10-24g;12.5
2023-04-05;MpKrakZloRog-PM10-24g;23.37
2023-04-06;MpKrakZloRog-PM10-24g;24.52
2023-04-07;MpKrakZloRog-PM10-24g;26.48
2023-04-08;MpKrakZloRog-PM10-24g;29.71
2023-04-09;MpKrakZloRog-PM10-24g;35.43
2023-04-10;MpKrakZloRog-PM10-24g;42.37
2023-04-11;MpKrakZloRog-PM10-24g;14.72
2023-04-12;MpKrakZloRog-PM10-24g;20.31
2023-04-13;MpKrakZloRog-PM10-24g;28.96
2023-04-14;MpKrakZloRog-PM10-24g;20.89
2023-04-15;MpKrakZloRog-PM10-24g;12.42
2023-04-16;MpKrakZloRog-PM10-24g;20.8
2023-04-17;MpKrakZloRog-PM10-24g;17.41
2023-04-18;MpKrakZloRog-PM10-24g;18.16
2023-04-19;MpKrakZloRog-PM10-24g;20.05
2023-04-20;MpKrakZloRog-PM10-24g;31.68
2023-04-21;MpKrakZloRog-PM10-24g;36.47
2023-04-22;MpKrakZloRog-PM10-24g;32.9
2023-04-23;MpKrakZloRog-PM10-24g;25.21
2023-04-24;MpKrakZloRog-PM10-24g;26.56
2023-04-25;MpKrakZloRog-PM10-24g;14.21
2023-04-26;MpKrakZloRog-PM10-24g;17.3
2023-04-27;MpKrakZloRog-PM10-24g;29.34
2023-04-28;MpKrakZloRog-PM10-24g;27.34
2023-04-29;MpKrakZloRog-PM10-24g;24.79
2023-04-30;MpKrakZloRog-PM10-24g;12.97
2023-05-01;MpKrakZloRog-PM10-24g;16.07
2023-05-02;MpKrakZloRog-PM10-24g;17.61
2023-05-03;MpKrakZloRog-PM10-24g;22.7
2023-05-04;MpKrakZloRog-PM10-24g;18.42
2023-05-05;MpKrakZloRog-PM10-24g;20.55
2023-05-06;MpKrakZloRog-PM10-24g;23.86
2023-05-07;MpKrakZloRog-PM10-24g;10.55
2023-05-08;MpKrakZloRog-PM10-24g;14.15
2023-05-09;MpKrakZloRog-PM10-24g;18.69
2023-05-10;MpKrakZloRog-PM10-24g;23.17
2023-05-11;MpKrakZloRog-PM10-24g;22.09
2023-05-12;MpKrakZloRog-PM10-24g;22.55
2023-05-13;MpKrakZloRog-PM10-24g;17.19
2023-05-14;MpKrakZloRog-PM10-24g;14.26
2023-05-15;MpKrakZloRog-PM10-24g;11.77
2023-05-16;MpKrakZloRog-PM10-24g;16.87
2023-05-17;MpKrakZloRog-PM10-24g;10.35
2023-05-18;MpKrakZloRog-PM10-24g;12.19
2023-05-19;MpKrakZloRog-PM10-24g;17.96
2023-05-20;MpKrakZloRog-PM10-24g;21.35
2023-05-21;MpKrakZloRog-PM10-24g;15.56
2023-05-22;MpKrakZloRog-PM10-24g;15.77
2023-05-23;MpKrakZloRog-PM10-24g;19.2
2023-05-24;MpKrakZloRog-PM10-24g;11.8
2023-05-25;MpKrakZloRog-PM10-24g;32.84
2023-05-26;MpKrakZloRog-PM10-24g;26.89
2023-05-27;MpKrakZloRog-PM10-24g;16.81
2023-05-28;MpKrakZloRog-PM10-24g;15.14
2023-05-29;MpKrakZloRog-PM10-24g;20.04
2023-05-30;MpKrakZloRog-PM10-24g;24.15
2023-05-31;MpKrakZloRog-PM10-24g;20.75
2023-06-01;MpKrakZloRog-PM10-24g;24.5
2023-06-02;MpKrakZloRog-PM10-24g;21.15
2023-06-03;MpKrakZloRog-PM10-24g;13.15
2023-06-04;MpKrakZloRog-PM10-24g;15.48
2023-06-05;MpKrakZloRog-PM10-24g;21.07
2023-06-06;MpKrakZloRog-PM10-24g;24.3
2023-06-07;MpKrakZloRog-PM10-24g;14.97
2023-06-08;MpKrakZloRog-PM10-24g;16.28
2023-06-09;MpKrakZloRog-PM10-24g;19.07
2023-06-10;MpKrakZloRog-PM10-24g;16.34
2023-06-11;MpKrakZloRog-PM10-24g;12.59
2023-06-12;MpKrakZloRog-PM10-24g;10.66
2023-06-13;MpKrakZloRog-PM10-24g;9.91
2023-06-14;MpKrakZloRog-PM10-24g;10.47
2023-06-15;MpKrakZloRog-PM10-24g;20.78
2023-06-16;MpKrakZloRog-PM10-24g;25.12
2023-06-17;MpKrakZloRog-PM10-24g;17.78
2023-06-18;MpKrakZloRog-PM10-24g;12.73
2023-06-19;MpKrakZloRog-PM10-24g;16.1
2023-06-20;MpKrakZloRog-PM10-24g;22.42
2023-06-21;MpKrakZloRog-PM10-24g;25.08
2023-06-23;MpKrakZloRog-PM10-24g;22.39
2023-06-24;MpKrakZloRog-PM10-24g;16.59
2023-06-25;MpKrakZloRog-PM10-24g;18.62
2023-06-26;MpKrakZloRog-PM10-24g;18.69
2023-06-27;MpKrakZloRog-PM10-24g;14.9
2023-06-28;MpKrakZloRog-PM10-24g;11.84
2023-06-29;MpKrakZloRog-PM10-24g;18.18
2023-06-30;MpKrakZloRog-PM10-24g;16.87
2023-07-01;MpKrakZloRog-PM10-24g;17.78
2023-07-02;MpKrakZloRog-PM10-24g;16.25
2023-07-04;MpKrakZloRog-PM10-24g;19.02
2023-07-05;MpKrakZloRog-PM10-24g;22.91
2023-07-06;MpKrakZloRog-PM10-24g;20.93
2023-07-07;MpKrakZloRog-PM10-24g;20.97
2023-07-08;MpKrakZloRog-PM10-24g;21.04
2023-07-09;MpKrakZloRog-PM10-24g;21.84
2023-07-10;MpKrakZloRog-PM10-24g;23.81
2023-07-11;MpKrakZloRog-PM10-24g;21.77
2023-07-12;MpKrakZloRog-PM10-24g;28.34
2023-07-13;MpKrakZloRog-PM10-24g;17.41
2023-07-14;MpKrakZloRog-PM10-24g;21.53
2023-07-15;MpKrakZloRog-PM10-24g;19.74
2023-07-16;MpKrakZloRog-PM10-24g;26.87
2023-07-17;MpKrakZloRog-PM10-24g;20.82
2023-07-18;MpKrakZloRog-PM10-24g;18.83
2023-07-19;MpKrakZloRog-PM10-24g;23.95
2023-07-20;MpKrakZloRog-PM10-24g;19.31
2023-07-21;MpKrakZloRog-PM10-24g;21.91
2023-07-22;MpKrakZloRog-PM10-24g;19.89
2023-07-23;MpKrakZloRog-PM10-24g;17.6
2023-07-24;MpKrakZloRog-PM10-24g;20.27
2023-07-25;MpKrakZloRog-PM10-24g;18.51
2023-07-26;MpKrakZloRog-PM10-24g;17.38
2023-07-27;MpKrakZloRog-PM10-24g;18.27
2023-07-28;MpKrakZloRog-PM10-24g;13.5
2023-07-29;MpKrakZloRog-PM10-24g;15.06
2023-07-30;MpKrakZloRog-PM10-24g;13.26
2023-07-31;MpKrakZloRog-PM10-24g;18.03
2023-08-01;MpKrakZloRog-PM10-24g;17.32
2023-08-02;MpKrakZloRog-PM10-24g;14.63
2023-08-03;MpKrakZloRog-PM10-24g;18.8
2023-08-04;MpKrakZloRog-PM10-24g;22.99
2023-08-05;MpKrakZloRog-PM10-24g;14.52
2023-08-06;MpKrakZloRog-PM10-24g;12.68
2023-08-07;MpKrakZloRog-PM10-24g;10.0
2023-08-08;MpKrakZloRog-PM10-24g;11.29
2023-08-09;MpKrakZloRog-PM10-24g;11.18
2023-08-10;MpKrakZloRog-PM10-24g;16.87
2023-08-11;MpKrakZloRog-PM10-24g;35.72
2023-08-12;MpKrakZloRog-PM10-24g;26.25
2023-08-13;MpKrakZloRog-PM10-24g;23.35
2023-08-14;MpKrakZloRog-PM10-24g;24.1
2023-08-15;MpKrakZloRog-PM10-24g;24.15
2023-08-16;MpKrakZloRog-PM10-24g;32.04
2023-08-17;MpKrakZloRog-PM10-24g;25.9
2023-08-18;MpKrakZloRog-PM10-24g;27.12
2023-08-19;MpKrakZloRog-PM10-24g;22.28
2023-08-20;MpKrakZloRog-PM10-24g;24.72
2023-08-21;MpKrakZloRog-PM10-24g;35.96
2023-08-22;MpKrakZloRog-PM10-24g;25.45
2023-08-23;MpKrakZloRog-PM10-24g;29.45
2023-08-24;MpKrakZloRog-PM10-24g;27.36
2023-08-25;MpKrakZloRog-PM10-24g;34.52
2023-08-26;MpKrakZloRog-PM10-24g;23.15
2023-08-27;MpKrakZloRog-PM10-24g;18.54
2023-08-28;MpKrakZloRog-PM10-24g;16.99
2023-08-29;MpKrakZloRog-PM10-24g;22.75
2023-08-30;MpKrakZloRog-PM10-24g;17.4
2023-08-31;MpKrakZloRog-PM10-24g;17.01
2023-09-01;MpKrakZloRog-PM10-24g;20.73
2023-09-02;MpKrakZloRog-PM10-24g;15.21
2023-09-03;MpKrakZloRog-PM10-24g;16.92
2023-09-04;MpKrakZloRog-PM10-24g;18.78
2023-09-05;MpKrakZloRog-PM10-24g;21.4
2023-09-06;MpKrakZloRog-PM10-24g;25.41
2023-09-07;MpKrakZloRog-PM10-24g;28.71
2023-09-08;MpKrakZloRog-PM10-24g;32.77
2023-09-09;MpKrakZloRog-PM10-24g;30.16
2023-09-10;MpKrakZloRog-PM10-24g;27.67
2023-09-11;MpKrakZloRog-PM10-24g;32.08
2023-09-12;MpKrakZloRog-PM10-24g;37.76
2023-09-13;MpKrakZloRog-PM10-24g;40.38
2023-09-14;MpKrakZloRog-PM10-24g;14.37
2023-09-15;MpKrakZloRog-PM10-24g;16.81
2023-09-16;MpKrakZloRog-PM10-24g;15.76
2023-09-17;MpKrakZloRog-PM10-24g;17.78
2023-09-18;MpKrakZloRog-PM10-24g;22.99
2023-09-19;MpKrakZloRog-PM10-24g;17.34
2023-09-20;MpKrakZloRog-PM10-24g;17.16
2023-09-21;MpKrakZloRog-PM10-24g;21.62
2023-09-22;MpKrakZloRog-PM10-24g;22.3
2023-09-23;MpKrakZloRog-PM10-24g;12.5
2023-09-24;MpKrakZloRog-PM10-24g;10.33
2023-09-25;MpKrakZloRog-PM10-24g;18.71
2023-09-26;MpKrakZloRog-PM10-24g;28.0
2023-09-27;MpKrakZloRog-PM10-24g;32.35
2023-09-28;MpKrakZloRog-PM10-24g;35.76
2023-09-29;MpKrakZloRog-PM10-24g;39.11
2023-09-30;MpKrakZloRog-PM10-24g;25.17
2023-10-01;MpKrakZloRog-PM10-24g;19.58
2023-10-02;MpKrakZloRog-PM10-24g;20.69
2023-10-03;MpKrakZloRog-PM10-24g;22.19
2023-10-04;MpKrakZloRog-PM10-24g;13.64
2023-10-05;MpKrakZloRog-PM10-24g;19.89
2023-10-06;MpKrakZloRog-PM10-24g;17.54
2023-10-07;MpKrakZloRog-PM10-24g;14.44
